,lng,lat,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
4573,13.57280654515245,58.17008338062129,2021-04-29T15:50:23.000000Z,0.625,13tz7DnGnantw8znr5341HB2Z3AJjQsXBbGi7YQc2D3BCLAUMDf,1,joyous-chrome-badger,8c08b6a586a15ff,838799.0,838799,28.0,0.0,823854,838837,112SU5aJtNFAajdPZpGxCwnbQNimbaEt45DiLGBUdGyGkEXcTCZE,Hjelmarsrörsgatan,Västra Götalands län,SE,Dotorp-Ranten,Hjelmarsrörsgatan,Västra Götalands län,Sweden,Dotorp-Ranten,ZG90b3JwLXJhbnRlbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/78.66.46.29/tcp/44158'],838777.0
4597,12.939510028059987,57.73463933471493,2021-04-29T15:10:09.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,dazzling-heather-trout,8c08b6885af15ff,838775.0,838825,28.0,0.0,823809,838837,11VtHcSGvQxb5yYXPwB2ro8AQTzMZydYhj5zLQzdZ7svdER6YCP,Bergslenagatan,Västra Götalands län,SE,Norrby,Bergslenagatan,Västra Götalands län,Sweden,Norrby,bm9ycmJ5dsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/11wKYGqGcd79VrkQnEPg1isLcJ584j8mKmGE2eNDz4wW2xDPFti/p2p-circuit/p2p/11VtHcSGvQxb5yYXPwB2ro8AQTzMZydYhj5zLQzdZ7svdER6YCP'],838411.0
4606,12.939446593089125,57.73527796521294,2021-04-29T14:44:50.000000Z,0.8333282470703125,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,fit-neon-cougar,8c08b6885ae35ff,838783.0,838833,28.0,1.0,823782,838837,11NKKknGZQq2tLw2AKM26s5NJnZV4m64e5RJb8FSZsiCzPrt5iB,Hantverkaregatan,Västra Götalands län,SE,Norrby,Hantverkaregatan,Västra Götalands län,Sweden,Norrby,bm9ycmJ5dsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/112MyG42DtfiBtundouCenzdmCU9txkGDP1YnQ8HB472ZadkBUVm/p2p-circuit/p2p/11NKKknGZQq2tLw2AKM26s5NJnZV4m64e5RJb8FSZsiCzPrt5iB'],838699.0
4640,12.929216038608939,57.726419005839176,2021-04-29T14:03:37.000000Z,0.8333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,colossal-watermelon-finch,8c08b6885c6c1ff,838579.0,838788,28.0,4.0,823739,838837,112XpoDmWnaGLhg8j5Lu4f8sXDwnJWZagWypGmS4x2q7ohY4Jqg2,Dalbogatan,Västra Götalands län,SE,Norrby,Dalbogatan,Västra Götalands län,Sweden,Norrby,bm9ycmJ5dsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/46.194.56.24/tcp/44158'],838672.0
4657,12.914047459859093,57.72753120860281,2021-04-29T13:34:57.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,straight-burlap-bat,8c08b68a3665bff,838561.0,838611,28.0,5.0,823708,838837,112EnVvWSEkCpc48A9vcvtmStwMesK6aTkUMEFFThsKUw6Cj2tZ7,Byttorp,Västra Götalands län,SE,Byttorp,Byttorp,Västra Götalands län,Sweden,Byttorp,Ynl0dG9ycHbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/1121uwqL55JmXQkT9txVjQPHGQRVH8CUAE8Lox9af9Lm7DLAWz3J/p2p-circuit/p2p/112EnVvWSEkCpc48A9vcvtmStwMesK6aTkUMEFFThsKUw6Cj2tZ7'],838771.0
4660,12.942417317153359,57.72183005928608,2021-04-29T13:10:47.000000Z,0.8333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,obedient-caramel-beetle,8c08b68854039ff,838594.0,838825,28.0,10.0,823684,838837,1129VrSAmK28KFNyckhCx5B9utjdbZeCM2bHNq5XYEQaCfzzjvzm,Torggatan,Västra Götalands län,SE,Centrum,Torggatan,Västra Götalands län,Sweden,Centrum,Y2VudHJ1bXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11Av3LPNUJrBtNohL7xxDoFxb2npHY3ftEzgcKXZETK3nQT2Mkb/p2p-circuit/p2p/1129VrSAmK28KFNyckhCx5B9utjdbZeCM2bHNq5XYEQaCfzzjvzm'],838693.0
4670,17.970252877127326,59.29644076294026,2021-04-29T10:10:12.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,2,swift-citron-kookaburra,8c08866142251ff,838802.0,838831,23.0,0.0,823530,838837,119txmvfGj1mtqn58YRFvmYiVEE3v1EHx77YP6fdEvCooqeQuM9,Telemarksgränd,Stockholms län,SE,Hägersten-Liljeholmen,Telemarksgränd,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/1124Vv5secDhBdx3UQVgNwjABR8rkQfakoQxMwmdHpq9aqoBZAMx/p2p-circuit/p2p/119txmvfGj1mtqn58YRFvmYiVEE3v1EHx77YP6fdEvCooqeQuM9'],838771.0
4671,18.006654018235807,59.32287975633232,2021-04-29T10:07:42.000000Z,0.5,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,4,salty-olive-orangutan,8c08866020c09ff,838617.0,838701,10.0,20.0,823527,838837,112qt3x2jrsYrEt7vNGAfPj2HuQmusB2YmsA2jUdASmPjAEVqfVH,Primusgatan,Stockholms län,SE,Kungsholmen,Primusgatan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/112gsis595NkbmrzAt7hwuuDtVLWvFPgEKLrbiiGt7RWzKwWiDAU/p2p-circuit/p2p/112qt3x2jrsYrEt7vNGAfPj2HuQmusB2YmsA2jUdASmPjAEVqfVH'],838693.0
4672,18.02565191439167,59.33710993867755,2021-04-29T10:07:42.000000Z,0.5,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,5,lucky-pine-duck,8c0886603088bff,838723.0,838773,10.0,22.0,823527,838837,11mFQFvE9DAyrmJEe5UWButrMSZ7zitZiXETX3zFsHxLEx34Zgz,Svarvargatan,Stockholms län,SE,Kungsholmen,Svarvargatan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/11Sw3KMjKvvr9pdH7xDKkhMbif6jjXGLFFi3yVywChhTL1SmGfk/p2p-circuit/p2p/11mFQFvE9DAyrmJEe5UWButrMSZ7zitZiXETX3zFsHxLEx34Zgz'],838697.0
4673,18.148499740334714,59.37445073354332,2021-04-29T10:01:37.000000Z,0.1999969482421875,14d7XEZJTsFRytmSuj2Ldtx8WpNnNPwawdEv6yV7C4dLwuV6FYm,3,stale-pineapple-millipede,8c08866e53a1dff,832837.0,833870,10.0,20.0,823521,838837,1124eFyDQXAHyGdqHkhripNBtEZPoecRDRN7UfpBffQz2LuBJ548,Vesslevägen,Stockholms län,SE,Näset,Vesslevägen,Stockholms län,Sweden,Näset,bsOkc2V0c3RvY2tob2xtcyBsw6Ruc3dlZGVu,offline,['/p2p/11hnvBeHwTq5Hi7yDafiSAKFtYYJqtY4mng4QsiBbUHSv2c5cyP/p2p-circuit/p2p/1124eFyDQXAHyGdqHkhripNBtEZPoecRDRN7UfpBffQz2LuBJ548'],837038.0
4675,18.098090174532928,59.3451494232236,2021-04-29T09:59:57.000000Z,0.5434722900390625,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,2,overt-mossy-liger,8c0886619b8b9ff,838787.0,838837,23.0,0.0,823519,838837,11JPxtYfKPZseMQxFDSL7m1y6CLn9KhmSJYQvZkuojmv12x2Vha,Brantingsgatan,Stockholms län,SE,Östermalm,Brantingsgatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/112cRw7QwxDTTBRyDfYbEzQgsgS679Qi4TfMt4Vu4ZUtzUpbX8qY/p2p-circuit/p2p/11JPxtYfKPZseMQxFDSL7m1y6CLn9KhmSJYQvZkuojmv12x2Vha'],838708.0
5039,13.553698224236427,58.162839631759475,2021-04-28T17:36:47.000000Z,1.0,13tz7DnGnantw8znr5341HB2Z3AJjQsXBbGi7YQc2D3BCLAUMDf,1,custom-clay-dinosaur,8c08b6a5e2523ff,838649.0,838778,28.0,5.0,822527,838837,1193jiedLTW48P6SPwG3aHJQEALj72aFYVEKxsLZhGgDoaanFRN,Trädgårdsgatan,Västra Götalands län,SE,Gamla Stan-Östertull,Trädgårdsgatan,Västra Götalands län,Sweden,Gamla Stan-Östertull,Z2FtbGEgc3Rhbi3DtnN0ZXJ0dWxsdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/46.194.25.135/tcp/44158'],838775.0
5041,17.93740487951455,59.413049641570296,2021-04-28T17:29:52.000000Z,1.0,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,spare-nylon-rabbit,8c088675e6415ff,838788.0,838788,12.0,0.0,822520,838837,11tZK66LMgn4FkCfr97XXus3H7N3aBmwMpoEAngo2uTccv43GR5,Västfjordsgatan,Stockholms län,SE,Kista,Västfjordsgatan,Stockholms län,Sweden,Kista,a2lzdGFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/94.255.183.118/tcp/44159'],838782.0
5047,13.192156199540982,55.70040339554371,2021-04-28T17:19:51.000000Z,1.0,14CuUDZ3rXf8W7VBFJc7eB8VBWZ7cAAEDLgAEDkMGpW7U2uMLMk,3,harsh-saffron-gazelle,8c1f05b0174a9ff,838700.0,838779,28.0,6.0,822509,838837,113L6StuXJ5MZMi2jYB3mU1J6QYHKqKoPa5uBjLC7SRbESMAZm7,Stora Södergatan,Skåne län,SE,Centrala staden,Stora Södergatan,Skåne län,Sweden,Centrala staden,Y2VudHJhbGEgc3RhZGVuc2vDpW5lIGzDpG5zd2VkZW4,online,['/ip4/83.254.137.183/tcp/44158'],838735.0
5050,15.56127574713937,58.394341693241316,2021-04-28T17:15:19.000000Z,1.0,14CuUDZ3rXf8W7VBFJc7eB8VBWZ7cAAEDLgAEDkMGpW7U2uMLMk,2,droll-cotton-snake,8c08b3d036c6dff,838824.0,838824,58.0,10.0,822504,838837,11PbSzcxqGZSNwBWaQCYc9j6Ut1Zget7Yh1dFbifyy2UrTXsiPn,,Östergötlands län,SE,Linköping,,Östergötlands län,Sweden,Linköping,bGlua8O2cGluZ8O2c3RlcmfDtnRsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/112EqCXaaqrFE9osWRfSpLVfNLAwTuKro3E2Hew3GfgnbKoBDHLD/p2p-circuit/p2p/11PbSzcxqGZSNwBWaQCYc9j6Ut1Zget7Yh1dFbifyy2UrTXsiPn'],838767.0
5061,13.551824721658933,58.1779822281966,2021-04-28T16:47:28.000000Z,0.625,13tz7DnGnantw8znr5341HB2Z3AJjQsXBbGi7YQc2D3BCLAUMDf,1,fierce-lead-goblin,8c08b6a58b8c9ff,838772.0,838822,28.0,8.0,822475,838837,11bxU2fDtdRxakWmDnJW7KS8DmqxE5npvGzqwZ7gtSkukMHPhvD,Nils Ericsonsgatan,Västra Götalands län,SE,Bestorp-Anneborg,Nils Ericsonsgatan,Västra Götalands län,Sweden,Bestorp-Anneborg,YmVzdG9ycC1hbm5lYm9yZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/188.148.75.201/tcp/44158'],838705.0
5085,15.661716875297792,58.389124788208534,2021-04-28T16:09:12.000000Z,0.5,14CuUDZ3rXf8W7VBFJc7eB8VBWZ7cAAEDLgAEDkMGpW7U2uMLMk,1,rapid-emerald-pelican,8c08b3c359763ff,838766.0,838826,58.0,10.0,822432,838837,112M3TvHg9Z2oUwhicXQRx2zfUkNrxvfqn1doiyoeKCfXURVpGAj,Skogsgatan,Östergötlands län,SE,Johannelund,Skogsgatan,Östergötlands län,Sweden,Johannelund,am9oYW5uZWx1bmTDtnN0ZXJnw7Z0bGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/37.123.131.150/tcp/44158'],838775.0
5154,15.633815952423689,58.393248598414,2021-04-28T14:08:21.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,skinny-ebony-cyborg,8c08b3d1bb627ff,,838478,12.0,0.0,822313,838837,11iLseVWobstpnfq8uvFtJ1ddQD5R3MBc1HAXVNKRR6tZgbu8iA,Knektgatan,Östergötlands län,SE,Linköping,Knektgatan,Östergötlands län,Sweden,Linköping,bGlua8O2cGluZ8O2c3RlcmfDtnRsYW5kcyBsw6Ruc3dlZGVu,offline,,834175.0
5353,11.844097502249149,58.06291848356576,2021-04-27T21:35:34.000000Z,1.0,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,brisk-graphite-ant,8c08b4d828809ff,838753.0,838803,12.0,0.0,821422,838837,11tnkF7JM2L8htkECD3zXr1kHpaD9YJSjfwHMYBYL83oyQPaoLB,Hasselbackevägen,Västra Götalands län,SE,Stenungsund,Hasselbackevägen,Västra Götalands län,Sweden,Stenungsund,c3RlbnVuZ3N1bmR2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/78.69.87.47/tcp/44161'],838693.0
5446,18.255101564602086,59.29171881630636,2021-04-27T19:06:34.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,savory-ruby-lemur,8c08866d6b653ff,,821335,12.0,0.0,821285,838837,112HbMzMiLKTRfjoVNXGE9ps38ha584WR6GzWgL4uV2gLtYDkiSp,Sikgatan,Stockholms län,SE,Saltsjöbaden,Sikgatan,Stockholms län,Sweden,Saltsjöbaden,c2FsdHNqw7ZiYWRlbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,['/ip4/188.151.101.122/tcp/44158'],835785.0
6251,18.051598318364874,59.33723586749736,2021-04-23T19:01:52.000000Z,0.5434722900390625,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,micro-mandarin-frog,8c088661dc631ff,838820.0,838820,12.0,0.0,816172,838837,11oiPRR76ZobHu6HDwfjfJc1wMEDt8VdKw8qEkGr5YyVeXSvzbj,Tegnérgatan,Stockholms län,SE,Norrmalm,Tegnérgatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/83.250.128.252/tcp/44158'],838783.0
6537,12.997875486846837,55.584603636880516,2021-04-22T16:34:03.000000Z,1.0,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,gentle-taupe-rabbit,8c1f05b86badbff,838791.0,838808,12.0,0.0,814599,838837,112YEFjVkBcob3xH3L4ok7ms3Wsdt25tHMDXXccs68XSng9TVCLa,Annebergsgatan,Skåne län,SE,Väster,Annebergsgatan,Skåne län,Sweden,Väster,dsOkc3RlcnNrw6VuZSBsw6Ruc3dlZGVu,online,['/p2p/11EMJQ9nQXZZaGb9Q93uwaocm6uySZ9Rty6e4Cw35bCBPKo5tJJ/p2p-circuit/p2p/112YEFjVkBcob3xH3L4ok7ms3Wsdt25tHMDXXccs68XSng9TVCLa'],838695.0
6754,18.18186687284216,59.312048399533765,2021-04-21T18:48:02.000000Z,1.0,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,rare-navy-donkey,8c08866f002e3ff,838823.0,838823,12.0,0.0,813598,838837,11LVT3eDPb8Rpj62ckp7WoXdYp8zJzXWqnSNk4kBptMvedLQAbs,Skogalundsklippan,Stockholms län,SE,Nacka Östra,Skogalundsklippan,Stockholms län,Sweden,Nacka Östra,bmFja2Egw7ZzdHJhc3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/ip4/83.226.139.212/tcp/44158'],838725.0
6767,18.082670801568096,59.54584767156637,2021-04-21T17:13:42.000000Z,1.0,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,tame-cyan-mockingbird,8c0886298ae9bff,,834967,12.0,0.0,813539,838837,112uhtFgsxqSs6u9SmaQzZ2VLuH1qs3yXbSYXShmtM6BdaQ3vqFw,Enbacksvägen,Stockholms län,SE,Vallentuna Norra,Enbacksvägen,Stockholms län,Sweden,Vallentuna Norra,dmFsbGVudHVuYSBub3JyYXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,,
7512,11.929349964280238,57.681516365474,2021-04-16T17:13:13.000000Z,,13AvzGLk4ormmqzR1UKL7tSMHv5jkEjsikwoaSkFAzhMRt7dcB5,1,sweet-taffy-goat,8c1f2506ea30bff,,833346,12.0,0.0,806655,838837,112FPq9SLn7NYHbnr16JvFmRRiQecP7KkQgoHrpZ4EV1wheyMiZG,Kungsladugårdsgatan,Västra Götalands län,SE,Kungsladugård,Kungsladugårdsgatan,Västra Götalands län,Sweden,Kungsladugård,a3VuZ3NsYWR1Z8OlcmR2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,offline,['/p2p/11t3QP751t2spMhDqScNF2Mr13QcTpkCq2oUgnb72DpunGmNoVT/p2p-circuit/p2p/112FPq9SLn7NYHbnr16JvFmRRiQecP7KkQgoHrpZ4EV1wheyMiZG'],834673.0
7574,11.943766605276641,57.71829873737528,2021-04-16T14:33:09.000000Z,1.0,13AvzGLk4ormmqzR1UKL7tSMHv5jkEjsikwoaSkFAzhMRt7dcB5,1,tart-walnut-hippo,8c1f25a906457ff,838749.0,838799,12.0,0.0,806492,838837,11yYVz7yTnJCBR8Co6ebnkJWu6NueSFhJ2ukMqAY4hmmu6eTAfh,Hallegatan,Västra Götalands län,SE,Brämaregården,Hallegatan,Västra Götalands län,Sweden,Brämaregården,YnLDpG1hcmVnw6VyZGVudsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/213.89.12.129/tcp/44158'],838693.0
8530,18.067746002393736,59.35045842518619,2021-04-09T12:37:59.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,shallow-coconut-blackbird,8c088660ac263ff,838718.0,838825,12.0,0.0,796353,838837,11SqUzCUGuYNQJd6oNLRybxqLLQY9MeyPK8A4ZNMpo42GLwcToS,Drottning Kristinas väg,Stockholms län,SE,Östermalm,Drottning Kristinas väg,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/11GW3NTTeSafL6acm5cxwNG3E4sLyBW1QSBy6r79eqs5QrwjGjX/p2p-circuit/p2p/11SqUzCUGuYNQJd6oNLRybxqLLQY9MeyPK8A4ZNMpo42GLwcToS'],838795.0
8684,17.649184144700957,59.51724196273323,2021-04-08T16:58:05.000000Z,1.0,13AvzGLk4ormmqzR1UKL7tSMHv5jkEjsikwoaSkFAzhMRt7dcB5,1,bent-pearl-llama,8c08863b3ba37ff,838783.0,838833,12.0,0.0,795218,838837,1122eiAT2VU6W6HnASAK2Uwtmb1enJi2b78MmwYwLktciWW8vjff,GULLVIVESTIGEN,Stockholms län,SE,Bro,GULLVIVESTIGEN,Stockholms län,Sweden,Bro,YnJvc3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/p2p/11na4Ls1zJXoDfjwW6QmJafbMQLijYGBqMMLdV1eLmfzTyeDGMC/p2p-circuit/p2p/1122eiAT2VU6W6HnASAK2Uwtmb1enJi2b78MmwYwLktciWW8vjff'],838730.0
8690,13.009327777025165,55.59913680576484,2021-04-08T16:51:04.000000Z,0.8333282470703125,13AvzGLk4ormmqzR1UKL7tSMHv5jkEjsikwoaSkFAzhMRt7dcB5,1,shallow-lime-mockingbird,8c1f05b841667ff,838809.0,838809,12.0,0.0,795211,838837,11pxRnK499AMwRfKPJLeGUwAG5QMzSGRJFdjTQ8zgv88Pxr3UVr,Föreningsgatan,Skåne län,SE,Rörsjöstaden,Föreningsgatan,Skåne län,Sweden,Rörsjöstaden,csO2cnNqw7ZzdGFkZW5za8OlbmUgbMOkbnN3ZWRlbg,online,['/ip4/84.217.41.67/tcp/44158'],838783.0
8695,11.927035438874528,57.6768056622637,2021-04-08T16:32:58.000000Z,1.0,13AvzGLk4ormmqzR1UKL7tSMHv5jkEjsikwoaSkFAzhMRt7dcB5,1,tame-turquoise-platypus,8c1f2506e06adff,,822583,12.0,0.0,795195,838837,1129mmwZXMPTjhfhLPWNNjuhcRMFcWpiRiRM9mEGRWEgXP2vbJVi,Blåvalsgatan,Västra Götalands län,SE,Kungsladugård,Blåvalsgatan,Västra Götalands län,Sweden,Kungsladugård,a3VuZ3NsYWR1Z8OlcmR2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,offline,,791110.0
10174,17.65428500877791,59.87247265928188,2021-03-31T11:54:09.000000Z,1.0,14BT97xnPZ9YfmeTxmuMhstxB8zHS8FeTUDxqPp38duW7NPHNCg,1,rural-midnight-panda,8c0880d8a463dff,838728.0,838778,12.0,0.0,783117,838837,112W4NdLEuSJaaffwJ9iH4rJY27ntacJUC46kMNTY9CHuyCg5n1e,Bruno Liljeforsgatan,Uppsala län,SE,Gränby,Bruno Liljeforsgatan,Uppsala län,Sweden,Gränby,Z3LDpG5ieXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/ip4/81.225.3.78/tcp/44158'],838663.0
10390,17.985425687275935,59.3501521691987,2021-03-27T18:14:17.000000Z,0.5,13v9kMn5p1a3Y5vqnPxzqfaiEhhrRBaMLYk7SmiN3pJEx1WmBpT,1,oblong-linen-haddock,8c0886601d739ff,838588.0,838644,12.0,0.0,777813,838837,112thS39QVydRe2UgKurUuJvZkhcmyWjjxJKmvL3eMMF885Fowu2,Storgatan,Stockholms län,SE,Huvudsta,Storgatan,Stockholms län,Sweden,Huvudsta,aHV2dWRzdGFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/81.235.177.2/tcp/3344'],838716.0
10788,16.507907843991003,59.36345364921285,2021-03-24T15:01:17.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,tame-cream-dove,8c08869932589ff,796376.0,838834,12.0,0.0,773665,838837,11qgJik1Bpkrw1SoEvbToyURUYKXmyUnBkScQaaj1UzSFQSonVv,Tegelbruksgatan,Södermanlands län,SE,Västermalm-Nyfors,Tegelbruksgatan,Södermanlands län,Sweden,Västermalm-Nyfors,dsOkc3Rlcm1hbG0tbnlmb3Jzc8O2ZGVybWFubGFuZHMgbMOkbnN3ZWRlbg,offline,,796379.0
11039,17.647207156259306,59.87740317483029,2021-03-22T09:43:12.000000Z,1.0,14BT97xnPZ9YfmeTxmuMhstxB8zHS8FeTUDxqPp38duW7NPHNCg,1,polite-cornflower-starling,8c0880d8a1563ff,838790.0,838790,12.0,0.0,770681,838837,112JfepGrQgravVHMnZUvUHzhyHBEYkbGMxiY3kV7vc8K1YZNAsR,Heidenstamsgatan,Uppsala län,SE,Löten,Heidenstamsgatan,Uppsala län,Sweden,Löten,bMO2dGVudXBwc2FsYSBsw6Ruc3dlZGVu,online,['/p2p/11PxuLUTsr3GDjpFpovRzjnMJmEgZectMeKejSUaZC6kB4fXDsr/p2p-circuit/p2p/112JfepGrQgravVHMnZUvUHzhyHBEYkbGMxiY3kV7vc8K1YZNAsR'],838771.0
11324,17.695382718993866,59.85644769033504,2021-03-19T15:05:25.000000Z,1.0,14BT97xnPZ9YfmeTxmuMhstxB8zHS8FeTUDxqPp38duW7NPHNCg,1,narrow-arctic-cow,8c0880ca6da3bff,838613.0,838663,12.0,0.0,766642,838837,112m36Zf48EjMbNWxygRPkKxrvCE5QNZpX3JfhP9vXwytkFWnSj4,Lefflersgatan,Uppsala län,SE,Fyrislund,Lefflersgatan,Uppsala län,Sweden,Fyrislund,ZnlyaXNsdW5kdXBwc2FsYSBsw6Ruc3dlZGVu,online,['/p2p/1123ERhpkmGwwuEZtcqUAoiexm48Yv5VgfKR9bZ4dJ9BrJhTTGuD/p2p-circuit/p2p/112m36Zf48EjMbNWxygRPkKxrvCE5QNZpX3JfhP9vXwytkFWnSj4'],838705.0
11327,17.679957653735404,59.8684421019482,2021-03-19T13:06:02.000000Z,1.0,14BT97xnPZ9YfmeTxmuMhstxB8zHS8FeTUDxqPp38duW7NPHNCg,1,fierce-seaweed-hamster,8c0880d993435ff,838601.0,838651,12.0,0.0,766504,838837,111MAuknnzvsZPH9wrhnC28e4MxZrLXNLYNiYzB6XKFwRx5Rgj,Johannesbäcksgatan,Uppsala län,SE,Sala backe,Johannesbäcksgatan,Uppsala län,Sweden,Sala backe,c2FsYSBiYWNrZXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/ip4/90.229.245.155/tcp/44158'],838764.0
11337,18.698749657980382,59.74899592271596,2021-03-19T10:01:01.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,innocent-clear-hyena,8c0882b348c67ff,838759.0,838809,12.0,0.0,766304,838837,11v431dWyMAQ8uVZ1tdfiMvvScwVkJfA5FnYMtrYyiaRZxyzp5d,Drottning Kristinas väg,Stockholms län,SE,Grossgärdet,Drottning Kristinas väg,Stockholms län,Sweden,Grossgärdet,Z3Jvc3Nnw6RyZGV0c3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/p2p/1128LZLrTfc7diopNTH5JUdyCRYsdX9aUFmwiANvFJX4ro6ELifp/p2p-circuit/p2p/11v431dWyMAQ8uVZ1tdfiMvvScwVkJfA5FnYMtrYyiaRZxyzp5d'],838690.0
11338,17.939642013038362,58.90632390061673,2021-03-19T09:21:44.000000Z,1.0,14d7XEZJTsFRytmSuj2Ldtx8WpNnNPwawdEv6yV7C4dLwuV6FYm,1,large-stone-shetland,8c0895b841151ff,,766277,,,766258,838837,11nvhTHDq7QnFBa8JJdTy3joTayGP2Jit8R9Jhg61e2jNLZ9heW,Heimdalsvägen,Stockholms län,SE,Norra Nynäshamn,Heimdalsvägen,Stockholms län,Sweden,Norra Nynäshamn,bm9ycmEgbnluw6RzaGFtbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,,
