,lng,lat,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
111,18.148265384505017,59.37435676262862,2021-05-10T07:04:45.000000Z,,14d7XEZJTsFRytmSuj2Ldtx8WpNnNPwawdEv6yV7C4dLwuV6FYm,1,straight-gingham-piranha,8c08866e53a0bff,,838554,23.0,0.0,838504,838837,112gJ56zUR4eT83NVgKMQrBP2qA3RNkuKvGohXbck7vf17wu7BKb,Vesslevägen,Stockholms län,SE,Näset,Vesslevägen,Stockholms län,Sweden,Näset,bsOkc2V0c3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,,
300,18.030282957793823,59.318948487431875,2021-05-09T08:27:19.000000Z,,13FXVoT4zCJ7MJxU1jcYZ6S6PKjY1QtgLcWSdxTbghwtFJaLqTK,1,rhythmic-grape-camel,8c088661cc007ff,,837167,23.0,0.0,837117,838837,11VAXthLCQHGXhtcCyqRsBdmubsn7BJf63nmZNdKm3H41Xxi9KH,Högalidsgatan,Stockholms län,SE,Södermalm,Högalidsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,['/ip4/188.122.146.86/tcp/44158'],837309.0
435,18.05818261186896,59.342857832938186,2021-05-08T17:22:45.000000Z,0.5434722900390625,14pXvC5c8sMu3zonoqtmA1XJ32TmyFSY6u16a7yZ1JEKaASRFb4,1,little-magenta-donkey,8c088661db9a5ff,838818.0,838818,28.0,0.0,836260,838837,11RWUDgQ2Q9ykHtTKrtkRCpy4aziYNhZo23SZvDVXqREWtGLNzH,Luntmakargatan,Stockholms län,SE,Norrmalm,Luntmakargatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/83.249.23.195/tcp/44158'],838697.0
461,11.958517111587117,57.6955196166723,2021-05-08T16:03:55.000000Z,0.7142791748046875,143cvz6nVMq6yuLXTiRnuYj2cmyUbE1mZ2VGV92i2PKxf3hARGC,1,wild-laurel-gorilla,8c1f2506dca69ff,838819.0,838834,28.0,8.0,836185,838837,112YwoSnXz52MB2svdJWrYDaR9dYhMZW92Z2DJhq2SDXwDeyMwBp,Skanstorget,Västra Götalands län,SE,Annedal,Skanstorget,Västra Götalands län,Sweden,Annedal,YW5uZWRhbHbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/84.55.126.94/tcp/44158'],838737.0
1103,17.622626893258392,59.86604492441909,2021-05-07T15:55:10.000000Z,,14M4QsTZdUpwPrGKDKUwVCM5sVPCxcjdUyp94QBfccP2mb2gjaD,1,noisy-green-leopard,8c0880d9dbacbff,,834785,40.0,0.0,834699,838837,112bHgyKAeyGjtdVgNYtqEiohRe7tMmDC65HALAxnxhNzNmW5goT,Götgatan,Uppsala län,SE,Luthagen,Götgatan,Uppsala län,Sweden,Luthagen,bHV0aGFnZW51cHBzYWxhIGzDpG5zd2VkZW4,offline,[],836555.0
1115,18.064924743570913,59.316946463915755,2021-05-07T15:40:57.000000Z,0.2717437744140625,13Z9XyC3uE46wrcGiFCKfFXCwo5s76HPYG8PXsCjLfEDdq4akYE,1,petite-punch-armadillo,8c0886618db41ff,838606.0,838791,28.0,6.0,834684,838837,112FshPWtmF26DKkeZdYVTzzeL39DuNhK1j8SWSAin2ZoQ3BQ9qQ,Wollmar Yxkullsgatan,Stockholms län,SE,Södermalm,Wollmar Yxkullsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/178.78.235.26/tcp/44158'],838730.0
1215,17.646986769289654,59.862427612900554,2021-05-07T14:03:21.000000Z,,14M4QsTZdUpwPrGKDKUwVCM5sVPCxcjdUyp94QBfccP2mb2gjaD,1,striped-holographic-quail,8c0880d9d669dff,,834635,40.0,0.0,834580,838837,11aQCZyLSahtvymiKVfWUHBxsNpStT1JmBAArb8DaJFgqf6u22N,Vaksalagatan,Uppsala län,SE,Fålhagen,Vaksalagatan,Uppsala län,Sweden,Fålhagen,ZsOlbGhhZ2VudXBwc2FsYSBsw6Ruc3dlZGVu,offline,['/p2p/112qB3YaH5bZkCnKA5uRH7tBtGNv2Y5B4smv1jsmvGUzgKT71QpE/p2p-circuit/p2p/11aQCZyLSahtvymiKVfWUHBxsNpStT1JmBAArb8DaJFgqf6u22N'],835200.0
1277,18.06668620143064,59.37113518433299,2021-05-07T10:20:24.000000Z,1.0,13TAPEoQkexPAed2wzi2gKzgCG98L4nxDsoNhpH66CKifqqHFQP,1,smooth-gunmetal-barracuda,8c08866080e9dff,,834426,40.0,0.0,834375,838837,11R1mHsf4yKuf8ct633SGLgnWfJ182VUCVAJdKxuNosAGgYNuAV,Professorsslingan,Stockholms län,SE,Östermalm,Professorsslingan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,['/p2p/112s1pp3uZeou1Pg8uF8sQd1NGsp3UiH3kbYXXbaLsbUzEshxgtz/p2p-circuit/p2p/11R1mHsf4yKuf8ct633SGLgnWfJ182VUCVAJdKxuNosAGgYNuAV'],837564.0
1573,13.403810079340397,57.77835000331567,2021-05-06T20:49:27.000000Z,,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,odd-rose-dolphin,8c08b6152495dff,,838826,12.0,0.0,833550,838837,11RH9LRzsZE4dmmzN6QkJ1Tk6B4qaPBEJDXKr9APnuha1bXxPxr,Marbäcksvägen,Västra Götalands län,SE,Ulricehamn,Marbäcksvägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,offline,['/p2p/11pU3PqL2hARS1RH6HNc7fJCxHQ2JYEQjnpZejvtwxeaCVfxEZW/p2p-circuit/p2p/11RH9LRzsZE4dmmzN6QkJ1Tk6B4qaPBEJDXKr9APnuha1bXxPxr'],835282.0
1621,17.654012184439896,59.85344218972718,2021-05-06T19:39:21.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,witty-hazel-coyote,8c0880d98acc1ff,,833538,12.0,0.0,833488,838837,112kJkCriET8j5fzRqL3NYcg3Y85DU5trD3ndM4VzGsLMEYexpQP,Sockergatan,Uppsala län,SE,Kungsängen,Sockergatan,Uppsala län,Sweden,Kungsängen,a3VuZ3PDpG5nZW51cHBzYWxhIGzDpG5zd2VkZW4,offline,,
1672,17.754318855054635,59.5103322776685,2021-05-06T18:30:52.000000Z,1.0,13sTg1Zk4Cwvhak7Bw91n5XryHYoxstDNZVXZU7d6iBo6YEVzGX,1,shaggy-burlap-goblin,8c08863916953ff,838761.0,838811,28.0,0.0,833421,838837,112vXD7NdJkgHnGbhhEGvq9giAVzvguUFzQimKBDfe7ZeSqoDZxP,Fajansstigen,Stockholms län,SE,Kungsängen,Fajansstigen,Stockholms län,Sweden,Kungsängen,a3VuZ3PDpG5nZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/83.249.58.54/tcp/44158'],838778.0
1809,16.355829102297275,56.68906708229579,2021-05-06T15:46:28.000000Z,1.0,136dFekNEGyE4gdwAHbS7tfRUR7V6ta3ZiJefKyHaQf2yG8e3VN,2,scruffy-lemon-chameleon,8c1f2d6a21013ff,838761.0,838811,65.0,7.0,833273,838837,11SE2yWwwah989q4jVsQjUvdA8xgs8f2iVBXrS3pcvtTWZYY9vE,Tallhagsvägen,Kalmar län,SE,Berga-Bergavik,Tallhagsvägen,Kalmar län,Sweden,Berga-Bergavik,YmVyZ2EtYmVyZ2F2aWtrYWxtYXIgbMOkbnN3ZWRlbg,online,['/ip4/90.230.40.224/tcp/44158'],838783.0
1892,13.073484953036242,55.67111669973198,2021-05-06T13:52:55.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,tame-zinc-tapir,8c1f05b1081a3ff,,833198,12.0,0.0,833147,838837,112aRpZHj8AVM154V4MJcnGBvw1SQvqUGK8G6SnDMRLmTPK1msCH,Allégatan,Skåne län,SE,Lomma,Allégatan,Skåne län,Sweden,Lomma,bG9tbWFza8OlbmUgbMOkbnN3ZWRlbg,offline,,832981.0
1893,15.581240486175869,58.393671650730624,2021-05-06T13:52:05.000000Z,1.0,13yzKj3CVFGaPp81E6T1qyRoKWrxV38XKsjzRBnnS8yXs73XFdT,2,narrow-tin-wombat,8c08b3d1d5451ff,838782.0,838832,28.0,0.0,833146,838837,11Jh17xeJVSi2LBKJG7JN2BShEzFmqyr9DmqFk4ckPdexbgqKML,Kunskapslänken,Östergötlands län,SE,Linköping,Kunskapslänken,Östergötlands län,Sweden,Linköping,bGlua8O2cGluZ8O2c3RlcmfDtnRsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/158.174.68.86/tcp/44158'],838672.0
1907,12.926179396633378,57.71103040206096,2021-05-06T13:09:21.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,dizzy-raisin-urchin,8c08b68840d5dff,838646.0,838825,12.0,0.0,833103,838837,11cWcvya2gPAamyxsGSpjUUroEhiXEpPjV7YbbZVCnhV39b3V5q,Jössagatan,Västra Götalands län,SE,Göta,Jössagatan,Västra Götalands län,Sweden,Göta,Z8O2dGF2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/46.194.8.146/tcp/44158'],838704.0
1932,13.062597453701137,55.67534640231186,2021-05-06T12:23:17.000000Z,1.0,144ZANuhj76jCdtYjxx24sooxfhBvvqQV4H9F3qHsWH81ES6B1k,1,stable-midnight-robin,8c1f05b147587ff,838545.0,838778,28.0,10.0,833051,838837,11uUrrzfBTZLqFGT2zKfDMHgrxVXvHxYMUkeCtnpFvjLrLyKCok,Kajgatan,Skåne län,SE,Lomma,Kajgatan,Skåne län,Sweden,Lomma,bG9tbWFza8OlbmUgbMOkbnN3ZWRlbg,online,['/ip4/83.253.30.209/tcp/44159'],838764.0
2253,13.544926260635377,58.17553692089805,2021-05-05T18:16:01.000000Z,0.625,13tz7DnGnantw8znr5341HB2Z3AJjQsXBbGi7YQc2D3BCLAUMDf,1,steep-purple-bird,8c08b6a58809dff,838701.0,838751,28.0,3.0,832201,838837,112i6mWn1h1t3iZXzNsgNdcV45QGsHvxvEW56FHjRWsjUbdfjAqK,Scheelegatan,Västra Götalands län,SE,Bestorp-Anneborg,Scheelegatan,Västra Götalands län,Sweden,Bestorp-Anneborg,YmVzdG9ycC1hbm5lYm9yZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/100.79.115.231/tcp/44158'],838720.0
2255,17.99648830629732,59.347728254683304,2021-05-05T18:12:41.000000Z,0.25,13HNkrPuDDxy9gPKXxF43QMELGESVNFN3XHKwV7GZoi2AZ3JFNQ,1,steep-holographic-gerbil,8c0886601cd35ff,838734.0,838784,28.0,15.0,832197,838837,112LH9pY9D3mLtpB8Z576hPvBFq7rogc1cvwAVyVBbfLWsTEB3wQ,Wiboms Väg,Stockholms län,SE,Huvudsta,Wiboms Väg,Stockholms län,Sweden,Huvudsta,aHV2dWRzdGFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/92.34.6.232/tcp/44159'],838737.0
2258,17.967622538464063,59.36252850204119,2021-05-05T18:07:41.000000Z,1.0,14inhtM57SDS6QL6KLPVQYYcUSZGD7xjB7hndQm6aq8Z67i5u3e,1,howling-lavender-huskie,8c088662ac329ff,838607.0,838657,58.0,8.0,832191,838837,112C8yPHbiGVLUYbffD6xwo5JAjwJhz1nNYghgfGSwFSR3LChphr,Brunnsgatan,Stockholms län,SE,Storskogen,Brunnsgatan,Stockholms län,Sweden,Storskogen,c3RvcnNrb2dlbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/83.249.35.99/tcp/44158'],838795.0
2270,12.907984268565066,57.72104353290584,2021-05-05T17:51:57.000000Z,0.3333282470703125,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,stale-mustard-monkey,8c08b68a34edbff,838663.0,838825,28.0,20.0,832174,838837,112Tu7iFWZP68gtpqP51kB5S23rbf3SdA6UYEBEtYiHEZM2ErLNP,Vindelgatan,Västra Götalands län,SE,Byttorp,Vindelgatan,Västra Götalands län,Sweden,Byttorp,Ynl0dG9ycHbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/46.194.162.59/tcp/44158'],838795.0
2300,17.996428273446284,59.34786049387152,2021-05-05T17:18:15.000000Z,0.25,13fG45B68YGfMPYKaxEfPTyecqh8imPJjk6vfV52D5M7opWo3ff,1,tart-spruce-cuckoo,8c0886601cd31ff,838747.0,838797,28.0,15.0,832137,838837,11p85nj8RvWDfSjkCxjyguw4fNWm9C1su3cBzJHVor22wrnFNCJ,Wiboms Väg,Stockholms län,SE,Huvudsta,Wiboms Väg,Stockholms län,Sweden,Huvudsta,aHV2dWRzdGFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/92.34.6.232/tcp/44158'],838697.0
2362,18.055829241237173,59.31688137010539,2021-05-05T15:57:45.000000Z,0.5434722900390625,14b1zEfW5TvjoyySk39Wcw4zvHkppyHFajcFNZX9UFtJoTyvEsR,1,melodic-peanut-snail,8c088661eb55bff,838673.0,838723,28.0,3.0,832051,838837,11FZ2TMTFudotXmwBQpoWizqDdbPMhVqQw9jZebH2wiBvAAMD2t,Rosenlundsgatan,Stockholms län,SE,Södermalm,Rosenlundsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/188.151.138.12/tcp/44158'],838778.0
2376,11.968028523962078,57.695915980180516,2021-05-05T15:43:32.000000Z,0.7142791748046875,143cvz6nVMq6yuLXTiRnuYj2cmyUbE1mZ2VGV92i2PKxf3hARGC,1,cuddly-rainbow-shetland,8c1f2506dc5a7ff,838647.0,838741,28.0,9.0,832038,838837,1123uv5nZkrEzbc1w2J5SVxfifsPFM1cJFyXoNXGAMwbQBM8CFeu,Karl Gustavsgatan,Västra Götalands län,SE,Landala,Karl Gustavsgatan,Västra Götalands län,Sweden,Landala,bGFuZGFsYXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/188.149.48.137/tcp/44159'],838804.0
2379,17.67266660729239,59.86848198323811,2021-05-05T15:41:02.000000Z,1.0,144bWZT59kLQ5vQfnSYazYMjAeSQEUfU1AX2kj7FmZWiqNwsS3A,1,bumpy-banana-antelope,8c0880d99ac43ff,838616.0,838666,28.0,0.0,832035,838837,112ryjdjB9hDhvVMiEg7ApnGikU5VvEsd2Mkt8RaNEAeasVjbaAh,Brantingstorget,Uppsala län,SE,Sala backe,Brantingstorget,Uppsala län,Sweden,Sala backe,c2FsYSBiYWNrZXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/p2p/112WucS7PdG1bCMyZNw9qhYuwBC3rybWVpB48fNFD6MnVYFyNf69/p2p-circuit/p2p/112ryjdjB9hDhvVMiEg7ApnGikU5VvEsd2Mkt8RaNEAeasVjbaAh'],838693.0
2418,18.059452093436004,59.318653743591845,2021-05-05T15:10:21.000000Z,0.5434722900390625,14b1zEfW5TvjoyySk39Wcw4zvHkppyHFajcFNZX9UFtJoTyvEsR,1,sour-coffee-salamander,8c088661c6907ff,838730.0,838780,28.0,15.0,832000,838837,112wcrH3kcuyZFozRJG78jDjWA383FRF8SeyvPShZby5CJ2AMsD9,Hornsgatan,Stockholms län,SE,Södermalm,Hornsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/188.151.148.217/tcp/44158'],838800.0
2533,18.079791513634888,59.31464105344085,2021-05-05T11:02:17.000000Z,0.2717437744140625,13UjZWBbEKUM4SJzc5zLZzBJmwbxEuX9YGePJwWSsARGV1DHMLM,1,scrawny-brown-boar,8c08866185b65ff,838819.0,838819,28.0,0.0,831715,838837,1128CmTRmpstwnKUEUbuFkqxayqCjZw9wadJzmWZFxZa4n4mbb6g,Södermannagatan,Stockholms län,SE,Södermalm,Södermannagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/94.255.218.239/tcp/44158'],838663.0
2536,18.059722935012037,59.34128831112499,2021-05-05T10:43:06.000000Z,0.5434722900390625,14inhtM57SDS6QL6KLPVQYYcUSZGD7xjB7hndQm6aq8Z67i5u3e,1,fancy-saffron-barracuda,8c088661d15cbff,838684.0,838738,58.0,8.0,831694,838837,11FgBtqakVafJyeZ7RpMJJ9DprJmub8n6nizaVeebN7ua4JQZbx,Luntmakargatan,Stockholms län,SE,Norrmalm,Luntmakargatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/11EkfTYQ3wCFD5omGPJBSoKokcyMQk8yzCFRwb8BkzUZZG6A9Bq/p2p-circuit/p2p/11FgBtqakVafJyeZ7RpMJJ9DprJmub8n6nizaVeebN7ua4JQZbx'],838654.0
2555,17.584372744204938,59.84812200217012,2021-05-05T10:08:47.000000Z,1.0,148htPMSaQ2X6rfeTCmtnmDmAQ3u3jgTmjYBg6zRvGfgkLuHAtw,1,rhythmic-inky-bison,8c0880d822f6bff,838777.0,838827,28.0,0.0,831655,838837,1123fvMj5YrdxMqx8ApYbzkXzdrUCjR5XdDSfEjBYoXSHMzpzZCc,Flogstavägen,Uppsala län,SE,Flogsta,Flogstavägen,Uppsala län,Sweden,Flogsta,ZmxvZ3N0YXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/ip4/31.192.203.187/tcp/44158'],838727.0
2581,13.374314833349183,57.81462302297277,2021-05-05T09:00:52.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,formal-amethyst-cottonmouth,8c08b61556f29ff,838603.0,838653,12.0,0.0,831582,838837,11PAiiyc1RjQCq7QSLZj4AGLL4HzKQ1xbSEs2NyDy4YZz7MWVcR,Gälavägen,Västra Götalands län,SE,Ulricehamn,Gälavägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/46.194.150.126/tcp/44158'],838777.0
2584,12.952320512827544,57.738563278596146,2021-05-05T08:55:02.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,sharp-bone-bird,8c08b68aa5203ff,838720.0,838825,12.0,0.0,831575,838837,112as6rZ1FYvmzxBzma5ExpBPs3JhdWf7urecZABNRnFtGzTbTqt,Margaretagatan,Västra Götalands län,SE,Norrmalm,Margaretagatan,Västra Götalands län,Sweden,Norrmalm,bm9ycm1hbG12w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/46.194.61.51/tcp/44158'],838783.0
2590,12.947781028653493,57.75190882195462,2021-05-05T08:52:32.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,proud-rosewood-tortoise,8c08b68aab0cdff,838775.0,838825,12.0,0.0,831572,838837,11ytKX2N1Pbzxa1LA168jsd7CfWUHYGx9MH5jis3b76YQgJPA4i,Björksätersgatan,Västra Götalands län,SE,Sjöbo,Björksätersgatan,Västra Götalands län,Sweden,Sjöbo,c2rDtmJvdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/119yyu2syTFR5vucvnq25kkZKxiEbZpMGZjSgcaifuZ6z3xkkKd/p2p-circuit/p2p/11ytKX2N1Pbzxa1LA168jsd7CfWUHYGx9MH5jis3b76YQgJPA4i'],838783.0
2594,13.583441532842475,58.17214970268963,2021-05-05T08:45:01.000000Z,1.0,13rbdSBcshNAkLLJKiBUxzYjRnX3G551AUd1CVGqqe7HExScDc4,1,kind-seafoam-nuthatch,8c08b6a5bd5c9ff,838696.0,838778,12.0,0.0,831564,838837,112PwKbvPvqv16HYwiPfwbUuz1RnDjwT6P6biWJfUCWCuya5DNZa,Österängsgatan,Västra Götalands län,SE,Dotorp-Ranten,Österängsgatan,Västra Götalands län,Sweden,Dotorp-Ranten,ZG90b3JwLXJhbnRlbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/46.194.176.138/tcp/44158'],838625.0
2596,13.413670374141434,57.79544256140257,2021-05-05T08:39:11.000000Z,,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,generous-golden-nightingale,8c08b61535a69ff,,838833,12.0,0.0,831557,838837,112dY4tLfosh7NcEsgzseTQJ3GSEyj4d5sqeCdwBhQ8zUuV38Wua,Boråsvägen,Västra Götalands län,SE,Ulricehamn,Boråsvägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,offline,,830259.0
2598,12.931668384680107,57.71706918059017,2021-05-05T08:31:14.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,spicy-chartreuse-alpaca,8c08b6884201bff,838714.0,838764,12.0,0.0,831549,838837,11NQ3WbRRiRFFnbC7YdqTaegncPU7G1j1Syor4mACNTv5V1H3Wk,Varbergsvägen,Västra Götalands län,SE,Göta,Varbergsvägen,Västra Götalands län,Sweden,Göta,Z8O2dGF2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/p2p/11BW5rWzvcXT9JoVJCVBB8h43aPvRdpMz5UGb3nUAeRxQ2KcDFt/p2p-circuit/p2p/11NQ3WbRRiRFFnbC7YdqTaegncPU7G1j1Syor4mACNTv5V1H3Wk'],838771.0
2601,13.563414706782973,58.1687703826393,2021-05-05T08:18:44.000000Z,0.625,13rbdSBcshNAkLLJKiBUxzYjRnX3G551AUd1CVGqqe7HExScDc4,1,perfect-cream-squid,8c08b6a584429ff,838594.0,838778,12.0,0.0,831534,838837,112wN6iV5qpkHUdYii5HWChpX6qSo9HgGCpEkRJaJNoUBwq9EDzR,Fredriksbergsvägen,Västra Götalands län,SE,Dotorp-Ranten,Fredriksbergsvägen,Västra Götalands län,Sweden,Dotorp-Ranten,ZG90b3JwLXJhbnRlbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/46.194.164.17/tcp/44158'],838773.0
2950,15.985455942331022,59.51799943460576,2021-05-04T16:13:32.000000Z,1.0,13X9AWvhJJtCgjjw1dsL3uu24MN3jsdVMnzqsUaBoQ1M2uFkbjM,1,precise-coconut-poodle,8c08b12aad2bbff,838660.0,838710,28.0,0.0,830557,838837,112PQ4rLVWCCeT7b8SSKgKQcfGRePpUQgJMKNhx5JseREpJDkSop,Nyckelbergsvägen,Västmanlands län,SE,Nyckelberget-Johannisdal,Nyckelbergsvägen,Västmanlands län,Sweden,Nyckelberget-Johannisdal,bnlja2VsYmVyZ2V0LWpvaGFubmlzZGFsdsOkc3RtYW5sYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/217.175.117.208/tcp/44158'],838777.0
2954,15.58246493924039,58.42437944777194,2021-05-04T16:12:41.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,swift-lace-pelican,8c08b3d085595ff,,835177,12.0,0.0,830556,838837,11hEzg2PcEQs9Q6aXJuikZxrDgV2hfVPiuzqHCtdUESi3mh3pgd,Storgården,Östergötlands län,SE,Skäggetorp,Storgården,Östergötlands län,Sweden,Skäggetorp,c2vDpGdnZXRvcnDDtnN0ZXJnw7Z0bGFuZHMgbMOkbnN3ZWRlbg,offline,,
3025,17.95969021710935,59.36292795188598,2021-05-04T14:36:48.000000Z,,14d7XEZJTsFRytmSuj2Ldtx8WpNnNPwawdEv6yV7C4dLwuV6FYm,1,tall-snowy-moth,8c088662e6981ff,,830513,23.0,0.0,830463,838837,112nibDEYFcKKXtQh67v4CHEjeA1hHTpvcsz6GZf1tvQX6223ZgB,Löfströms allé,Stockholms län,SE,Lilla Alby,Löfströms allé,Stockholms län,Sweden,Lilla Alby,bGlsbGEgYWxieXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,['/ip4/89.160.5.166/tcp/44158'],1.0
3027,16.55020895481245,59.60422636886987,2021-05-04T14:36:48.000000Z,,1458s75hMn2ANzhRLAnyZeQ1YpKHt7Tak7XG5rwbHK3E5TJnY5F,1,immense-marmalade-unicorn,8c088695b81ddff,,830513,28.0,0.0,830463,838837,11cMu6qRUaW1TYP8vtAd5TLGAe56ZiVNqqawGfyC7UiEh179xbE,Sjötullsgatan,Västmanlands län,SE,Västerås,Sjötullsgatan,Västmanlands län,Sweden,Västerås,dsOkc3RlcsOlc3bDpHN0bWFubGFuZHMgbMOkbnN3ZWRlbg,offline,['/ip4/79.102.189.213/tcp/44158'],830598.0
3049,16.001169711008874,59.51105488069331,2021-05-04T14:10:10.000000Z,1.0,13X9AWvhJJtCgjjw1dsL3uu24MN3jsdVMnzqsUaBoQ1M2uFkbjM,1,quaint-cobalt-bat,8c08b12852dd9ff,838605.0,838669,28.0,0.0,830439,838837,112dbngx8jcU8GeEPQ2gbaAXw1UqC5SJcL4DxTb7zmrTWbEWWKXJ,Glasgatan,Västmanlands län,SE,Hushagen-Sjötullen,Glasgatan,Västmanlands län,Sweden,Hushagen-Sjötullen,aHVzaGFnZW4tc2rDtnR1bGxlbnbDpHN0bWFubGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/194.132.222.219/tcp/44158'],838772.0
3054,17.637607151034562,59.80451350414648,2021-05-04T13:56:11.000000Z,,14d7XEZJTsFRytmSuj2Ldtx8WpNnNPwawdEv6yV7C4dLwuV6FYm,1,gorgeous-coal-cuckoo,8c088636c31cdff,,830477,23.0,4.0,830426,838837,112v9pStVL6aW5MS8w29DfoNcTHkSxmFSN83kEMCwh3RDPsBbp5m,Gitarrvägen,Uppsala län,SE,Gottsunda-Vårdsätra,Gitarrvägen,Uppsala län,Sweden,Gottsunda-Vårdsätra,Z290dHN1bmRhLXbDpXJkc8OkdHJhdXBwc2FsYSBsw6Ruc3dlZGVu,offline,,1.0
3069,16.520572074973934,59.615801990225236,2021-05-04T13:24:39.000000Z,1.0,1458s75hMn2ANzhRLAnyZeQ1YpKHt7Tak7XG5rwbHK3E5TJnY5F,2,atomic-peanut-hamster,8c088695d6513ff,838672.0,838722,28.0,52.0,830390,838837,11QYwhreBwpRZcPjSV6hFBXCdGZjiXrHDis7bECjPGm6hfqdePr,Jakobsgatan,Västmanlands län,SE,Västerås,Jakobsgatan,Västmanlands län,Sweden,Västerås,dsOkc3RlcsOlc3bDpHN0bWFubGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/178.30.140.115/tcp/44158'],838693.0
